,TF,Target
1062,RUNX3,FUS
1063,ETV6,EIF3E
1064,SPI1,PSEN1
1065,GABPA,LTA4H
1066,CDK9,EFHD2
1067,ATF3,PARP1
1068,MAX,APC
1069,MAZ,STAMBP
1070,POLR2A,POLR2L
1071,CDK9,PUM2
1072,POLR2A,RGL2
1073,BCL6,CTBP2
1074,ELF1,UBALD1
1075,ETS1,ADIPOR1
1076,FLI1,ZNF511
1077,MAZ,TMED10
1078,FOS,MT1X
1079,JUND,SIRPB1
1080,ETS1,MTG2
1081,ATF3,CEBPA
1082,NFYB,BCL6
1083,TAF1,KLF2
1084,MAX,NUP54
1085,CDK9,UBAP2L
1086,STAT5B,PVT1
1087,EP300,FAM63B
1088,MYC,PAF1
1089,ATF3,BTG2
1090,BHLHE40,ATG7
1091,STAT5B,FPR1
1092,ATF3,H3F3A
1093,JUND,PKM
1094,RXRA,GNB4
1095,ZZZ3,PYGL
1096,TAF1,ORMDL3
1097,BHLHE40,LPCAT2
1098,ZZZ3,NDRG3
1099,TBP,ABHD2
1100,CDK9,PPM1F
1101,RXRA,KCNE3
1102,GATA3,LIMD2
1103,CREBBP,MIAT
1104,EP300,MYL6
1105,FLI1,RMDN3
1106,STAT1,CISH
1107,STAT5B,SPATC1L
1108,ETV6,PRRC1
1109,BCL11A,TMSB10
1110,POLR2A,NPDC1
1111,ESRRA,RPL31
1112,IRF5,MGST1
1113,CTBP2,GNS
1114,GATA3,DHX15
1115,ATF3,EMP3
1116,CDK9,LRRC59
1117,POU2F2,PARP1
1118,ATF3,CAPN7
1119,GABPA,MALSU1
1120,EP300,ENSA
1121,CEBPA,NIFK
1122,SPI1,FTSJ3
1123,ATF3,POM121
1124,RUNX3,ACER3
1125,FLI1,SH3TC1
1126,POU2F2,TRMT6
1127,RARA,ATF7
1128,TCF12,TSTD1
1129,FOS,FRAT2
1130,SPIB,CMTM3
1131,JUND,CXCL16
1132,MAZ,TRIM52
1133,TAF1,UBA7
1134,STAT4,GNG7
1135,CDK9,APP
1136,RXRA,AP3M2
1137,BRD3,RUFY1
1138,ESRRA,NBEAL1
1139,MAZ,ALDH3B1
1140,TAF1,PSMB8-AS1
1141,CDK9,SUCLA2
1142,SPI1,CD300A
1143,SPI1,MAP4
1144,MEF2C,WWP1
1145,RXRA,YIF1B
1146,BATF,PTPN11
1147,MAZ,FBXL20
1148,ZZZ3,RBM47
1149,MAZ,FAM89B
1150,ATF3,EIF1B
1151,ELF1,BRI3BP
1152,MAZ,TSTA3
1153,MAZ,PRDX1
1154,IRF1,COPB2
1155,POU2F2,ETS2
1156,FOS,HAVCR2
1157,ESRRA,TNFRSF1A
1158,RUNX3,POU2F1
1159,LMO2,PCNA
1160,IRF1,LGALS2
1161,CBFB,GNG7
1162,MEF2C,HIPK1
1163,CREBBP,EIF2AK4
1164,TCF12,IL6R
1165,ZZZ3,MAF1
1166,RUNX3,LINC00877
1167,CEBPA,UBB
1168,CEBPA,TUSC2
1169,CEBPA,IGSF6
1170,JUND,NDUFAF1
1171,BCL11A,ZDHHC17
1172,CREBBP,RNF6
1173,CDK9,PSMD4
1174,NFYB,JUND
1175,BATF,STX6
1176,BHLHE40,SNHG19
1177,RXRA,HIST3H2A
1178,ETS1,TBP
1179,SPI1,MAPK8
1180,RUNX3,SCAMP4
1181,CDK9,CTAGE5
1182,BCL11A,LRRC8C
1183,PML,FAM89B
1184,CDK9,LTBP4
1185,SPI1,AKT2
1186,NFYB,ITPK1
1187,IRF1,JUNB
1188,GABPA,AHR
1189,GABPA,CYB561D2
1190,STAT4,FBXL12
1191,ETS1,PEX19
1192,POU2F2,ATP6V0A1
1193,ETS1,PUM2
1194,ELF1,PKIG
1195,RUNX3,ENY2
1196,CDK9,SGTA
1197,NFYB,C20orf27
1198,CBFB,POLR3H
1199,CDK9,FAM110A
1200,LYL1,TTC7A
1201,TBX21,TMEM214
1202,IRF1,CARD16
1203,SPI1,MSRA
1204,STAT5B,STAT4
1205,FOXP1,P2RY13
1206,GATA3,GABARAPL1
1207,ETS1,UBAP2L
1208,STAT4,TMEM173
1209,SPI1,CAPG
1210,FOXP1,CFAP36
1211,IRF1,FAM96A
1212,POLR2A,MXD4
1213,EP300,NKTR
1214,RXRA,ABHD12
1215,BHLHE40,FAM117A
1216,RXRA,PPM1F
1217,RXRA,SLC16A3
1218,IRF1,ZNF451
1219,IRF1,HELQ
1220,CEBPA,ST3GAL5
1221,POU2F2,HERPUD1
1222,RUNX3,SMAD2
1223,RUNX3,BCL9L
1224,BCL6,MAPK8
1225,GATA3,SIAH2
1226,POLR2A,NDRG3
1227,MEF2C,CACNA2D3
1228,ESRRA,PAK1
1229,LMO2,RASSF4
1230,STAT4,CSF2RA
1231,GABPA,AC090498.1
1232,POLR2A,SRSF10
1233,POU2F1,KIAA1191
1234,SPI1,AQP3
1235,NFYB,GATAD2B
1236,CREBBP,NME1
1237,MAZ,PEPD
1238,CTBP2,LINS1
1239,TBX21,HIPK1
1240,IRF1,LBH
1241,EP300,AP3D1
1242,NFYB,SSBP3
1243,EGR1,RAB31
1244,ETS1,PRR34-AS1
1245,FLI1,DENND1B
1246,SPI1,ANKRA2
1247,IRF1,CPNE2
1248,GABPA,SHISA5
1249,IRF1,NEDD9
1250,CREBBP,FAM53B
1251,MAZ,OSTM1
1252,RARA,FRAT2
1253,BCL6,PPIB
1254,ZZZ3,EPHA1-AS1
1255,SPIB,SH2B3
1256,FOXP1,SLC25A33
1257,CEBPA,SERINC5
1258,BCL6,CAPG
1259,LMO2,TXLNG
1260,STAT4,NPM3
1261,FLI1,RIN3
1262,FLI1,AKT1S1
1263,ETS1,APP
1264,BCL6,MRRF
1265,CDK9,ARL4A
1266,ETS1,CXXC5
1267,RXRA,CD93
1268,BHLHE40,LARP1
1269,ETS1,SUCLA2
1270,FLI1,FABP5
1271,ETV6,MEF2D
1272,RXRA,SULF2
1273,RARA,FBXO42
1274,LMO2,TMEM71
1275,FOS,HNRNPLL
1276,BHLHE40,CYTH1
1277,BCL11A,KAT6B
1278,EP300,USP4
1279,ETS1,SARNP
1280,RARA,HAVCR2
1281,GATA3,SUB1
1282,POLR2A,MUS81
1283,GABPA,GNPDA1
1284,CDK9,BIN2
1285,CDK9,POLR2G
1286,ETS1,CEP170
1287,JUND,ITGAX
1288,BATF,CSRP1
1289,ATF3,BNIP3
1290,EP300,MT-CO2
1291,CDK9,PSMD12
1292,LMO2,MVD
1293,IRF1,TXNDC15
1294,RXRA,RPL10A
1295,POLR2A,TTC9C
1296,ELF1,NUBP1
1297,RXRA,CLK3
1298,ETS1,PSMD4
1299,CEBPA,MYCBP
1300,ELF1,YWHAB
1301,EP300,AGO2
1302,FOXP1,ATP1B3
1303,MAZ,DNMT3A
1304,CREBBP,NUCKS1
1305,STAT4,CD53
1306,CDK9,XPOT
1307,ETS1,BANP
1308,STAT4,RPL32
1309,ETS1,CTAGE5
1310,FLI1,WRAP73
1311,CEBPA,TGFBI
1312,MYC,SPN
1313,SPI1,DEGS1
1314,IRF1,FUCA2
1315,ETS1,LTBP4
1316,FOXP1,INPP4A
1317,ATF3,ATP6V1H
1318,FLI1,CIB1
1319,FOXP1,HIBADH
1320,FOS,ACSL4
1321,TCF12,DNMT3A
1322,GABPA,ACTR2
1323,CEBPA,REV1
1324,ETV6,HNRNPU
1325,TCF12,CHMP4A
1326,GABPA,CLCN3
1327,BCL6,SERF2
1328,TBX21,RP2
1329,CTBP2,S1PR5
1330,ETS1,SGTA
1331,GATA3,NPDC1
1332,IRF1,HRH2
1333,ETS1,FAM110A
1334,TBX21,LMNA
1335,ATF2,FAM129C
1336,POLR2A,SUN2
1337,SPIB,LINC00649
1338,RXRA,IL1B
1339,GATA3,RANBP2
1340,GABPA,ARL6IP5
1341,TBX21,CLIP4
1342,POLR2A,MAD2L2
1343,EP300,RBM23
1344,MAZ,TOR1AIP1
1345,ETS1,ENTPD6
1346,EP300,MDS2
1347,BRD3,SOCS3
1348,FOXP1,BRAT1
1349,SPI1,CHMP1B
1350,BATF,FUS
1351,CREBBP,BST2
1352,SPI1,MNT
1353,TCF12,CPSF3L
1354,FOS,DNAJB11
1355,ZZZ3,SRSF3
1356,ETS1,PPP1R18
1357,GABPA,STK25
1358,CTBP2,FNDC3B
1359,EP300,RPS13
1360,STAT5B,UCP2
1361,ESRRA,FAM210B
1362,SPI1,ZFP36L1
1363,JUND,ATXN1
1364,EP300,NDUFS5
1365,JUND,PPP1CA
1366,CDK9,FNBP1
1367,FOXP1,KLRG1
1368,RUNX3,AES
1369,ELF1,NT5C
1370,MAZ,TBK1
1371,FLI1,SLC25A1
1372,BHLHE40,AGTPBP1
1373,CDK9,TTC39B
1374,ZNF143,PXN
1375,CTBP2,RGS18
1376,TAF1,RBM47
1377,SPI1,TRGC1
1378,LMO2,PSMA6
1379,LMO2,NAGA
1380,BATF,AC013264.2
1381,MAZ,RPS17
1382,EP300,JAK2
1383,EP300,DENND5A
1384,RXRA,ARID4B
1385,SPI1,HDAC10
1386,POU2F1,IP6K2
1387,RAD21,STRA13
1388,ESRRA,STX11
1389,NFYB,CDC37L1
1390,MAZ,ETV6
1391,MAZ,IL4R
1392,CEBPA,FAM129A
1393,IRF1,ENSA
1394,MAZ,FNDC3A
1395,STAT5B,DIDO1
1396,TAF1,MAF1
1397,ETS1,RPL8
1398,CREBBP,SLC2A4RG
1399,MEF2C,ZADH2
1400,MAZ,KIAA0141
1401,POU2F2,FOXP1
1402,SPIB,NFKB1
1403,CTBP2,ASCL2
1404,ETS1,ARL4A
1405,EP300,DCK
1406,BHLHE40,PARP4
1407,POLR2A,TRIOBP
1408,IRF1,COASY
1409,SPIB,LY86
1410,BATF,EEF1B2
1411,GABPA,CDK11B
1412,TAF1,STK17A
1413,ATF3,ABCF2
1414,ETS1,TMEM131
1415,RARA,HNRNPLL
1416,TBP,RUFY1
1417,IRF1,PACSIN2
1418,GATA3,BCL2
1419,BCL6,ZFP36L1
1420,ETS1,BIN2
1421,ETS1,POLR2G
1422,SIN3A,KIF22
1423,EP300,DHX16
1424,TAF1,PHACTR2
1425,FOXP1,TBC1D15
1426,MAZ,RPN1
1427,RXRA,ACADS
1428,ATF3,ING5
1429,MAZ,MT1X
1430,ESRRA,FKBP1A
1431,SPI1,GAPVD1
1432,CDK9,POP7
1433,EP300,ZFYVE27
1434,FLI1,PGD
1435,IRF5,CUL2
1436,CEBPA,DRAP1
1437,ETS1,XPOT
1438,ETS1,BHLHE40
1439,ATF3,AKAP10
1440,FLI1,SLC12A7
1441,SPI1,NUCB2
1442,STAT5B,RBP7
1443,EP300,TARSL2
1444,MAZ,RRBP1
1445,ATF2,EVI5
1446,MAZ,VEZF1
1447,CDK9,MTPN
1448,EP300,RSRP1
1449,CEBPA,LMO2
1450,GATA3,PYGL
1451,CDK9,TM2D3
1452,RARA,ACSL4
1453,CDK9,COMMD6
1454,TBX21,FGFBP2
1455,CDK9,RPL10
1456,EP300,EHMT2
1457,SPI1,ABCF1
1458,EP300,TCIRG1
1459,MAZ,XPO4
1460,TCF12,VEZF1
1461,SPIB,MLLT6
1462,GABPA,DENND4B
1463,JUND,CAPZA1
1464,CREBBP,SMC5
1465,ATF3,MRPL15
1466,FLI1,PTP4A3
1467,CEBPA,ASAP1
1468,CDK9,ATP13A1
1469,FLI1,TIMP2
1470,FOS,AGTPBP1
1471,TCF12,BID
1472,IRF1,NKTR
1473,CEBPA,FAM35A
1474,MAZ,TOLLIP
1475,SPI1,EP300
1476,MEF2C,PPP5C
1477,TAF1,EPHA1-AS1
1478,IRF5,RPLP1
1479,ELF1,MYL12B
1480,POLR2A,SRSF3
1481,POLR2A,TMED9
1482,FOXP1,SEMA4A
1483,CDK9,SH3BGRL3
1484,ETS1,FNBP1
1485,MAZ,CDK6
1486,ATF3,CD300LF
1487,MEF2C,TACC3
1488,ETS1,CARS
1489,TBP,ASB16-AS1
1490,ETS1,TTC39B
1491,FOS,PARP4
1492,FOS,IFI16
1493,MAZ,ACYP2
1494,RXRA,PTGDR
1495,FLI1,ZNF414
1496,CREBBP,KIF22
1497,MAZ,TRAPPC6B
1498,STAT4,MT-CO1
1499,STAT5B,RPS5
1500,CBFB,MZF1-AS1
1501,IRF1,AP3D1
1502,ETS1,FAM134C
1503,SPIB,IRF1
1504,RAD21,DRAP1
1505,CTBP2,SGTB
1506,STAT5B,AGO4
1507,TBP,ANPEP
1508,TAF1,SEC62
1509,EP300,C18orf25
1510,ELF1,LTBR
1511,GABPA,SFI1
1512,ETV6,N4BP2L2
1513,TBX21,MYL12A
1514,POU2F2,GPX1
1515,EP300,MT-ND5
1516,EP300,SPTAN1
1517,MAZ,LSM10
1518,POU2F1,SGTA
1519,CEBPA,ARFGAP1
1520,RXRA,GAMT
1521,CEBPA,APOL6
1522,FOS,MPHOSPH9
1523,MAZ,ATG7
1524,RXRA,KIAA2013
1525,ATF3,PGM1
1526,ETS1,SCRN2
1527,FOXP1,FAM127A
1528,SPI1,DENND3
1529,TBX21,RPL12
1530,ZZZ3,PID1
1531,NFYB,TANGO2
1532,JUND,TPRG1L
1533,BHLHE40,SCLT1
1534,ESRRA,EIF3E
1535,LMO2,PES1
1536,EP300,KTN1
1537,TBX21,UCK1
1538,TBX21,CD22
1539,TBP,LAMTOR5
1540,CEBPA,RPS20
1541,ZNF143,COX5B
1542,TBP,TNFAIP2
1543,MEF2C,DHRS3
1544,CDK9,ERP44
1545,GABPA,NEK9
1546,IRF1,MT-CO2
1547,ETS1,POP7
1548,LMO2,SF3B1
1549,EP300,RUNDC1
1550,JUND,GNB4
1551,FOS,CDKN1A
1552,CEBPA,RALGAPA1
1553,BHLHE40,EHBP1L1
1554,CDK9,LIMD2
1555,GABPA,ATP6V0E2
1556,GATA3,MTHFS
1557,IRF1,LINC00623
1558,PML,LSM10
1559,JUND,KCNE3
1560,CBFB,FERMT3
1561,CDK9,NFKBIA
1562,MAZ,STX7
1563,SPIB,PURB
1564,BCL11A,RCSD1
1565,ETS1,MTPN
1566,TBX21,RARA
1567,RUNX3,TINF2
1568,ETS1,COMMD6
1569,JUND,UBE2V1
1570,CDK9,DHX15
1571,ETS1,RPL10
1572,TBP,OTUD5
1573,GABPA,NME6
1574,EP300,CCNB1IP1
1575,RUNX3,UCKL1
1576,STAT5B,RNF149
1577,CREBBP,LAMTOR5
1578,ETV6,PILRA
1579,GABPA,TRMT6
1580,FOS,RBM15B
1581,BATF,RP11-796E2.4
1582,BHLHE40,RPS9
1583,FOXP1,MCFD2
1584,RUNX3,ZNF44
1585,BCL6,DENND3
1586,BCL6,BATF
1587,IRF1,CD1D
1588,MAZ,REL
1589,POLR2A,TMEM134
1590,ETS1,ATP13A1
1591,CDK9,UBE2W
1592,MEF2C,EZR
1593,ATF3,SPIDR
1594,SPI1,THEM4
1595,IRF5,RASSF4
1596,IRF1,RBM23
1597,CREBBP,OTUD5
1598,CREBBP,RNF14
1599,ETV6,RHOH
1600,GABPA,ETS2
1601,CEBPA,PLXDC2
1602,IRF1,MDS2
1603,TBX21,NRGN
1604,JUND,YIF1B
1605,SPI1,YLPM1
1606,GATA3,MAT2A
1607,ATF3,C19orf38
1608,RXRA,SH3BGRL3
1609,STAT1,SEMA4A
1610,JUND,ZFPL1
1611,CDK9,NOP16
1612,BATF,C9orf85
1613,POU2F1,POLR2G
1614,POU2F1,BIN2
1615,SPI1,CELF1
1616,SPI1,GTF2H1
1617,SPIB,CXorf38
1618,BHLHE40,USP36
1619,JUND,POLR2J3
1620,TCF12,CHST11
1621,IRF1,RPS13
1622,SPI1,SYPL1
1623,TBP,PRIM1
1624,MAZ,NDUFAF2
1625,TBP,NUP62
1626,BATF,MEF2C
1627,RXRA,ARHGAP26
1628,SPI1,FAM3C
1629,RARA,IFI16
1630,TBX21,ORAI2
1631,ZNF143,GMFG
1632,FLI1,DDX19B
1633,TBX21,AP2M1
1634,IRF5,TXLNG
1635,JUND,HIST3H2A
1636,TAF1,NF1
1637,TCF12,SNHG19
1638,IRF1,JAK2
1639,EP300,RNF220
1640,IRF1,DENND5A
1641,SPI1,RPLP0
1642,RUNX3,SERF2
1643,FLI1,PDRG1
1644,GABPA,ATP6V0A1
1645,ETV6,STX3
1646,POU2F2,GGCX
1647,LMO2,TCF12
1648,LMO2,PER1
1649,CBFB,FCER2
1650,CREBBP,NUP62
1651,CDK9,S100PBP
1652,FOS,EHBP1L1
1653,BCL6,YLPM1
1654,IRF1,DCK
1655,CDK9,GABARAPL1
1656,BCL6,PHF12
1657,GATA3,WARS
1658,CDK9,WDR18
1659,ELF1,THOC6
1660,LYL1,UBLCP1
1661,CEBPA,AP2S1
1662,MAZ,FAM117A
1663,MYC,EIF4EBP1
1664,CEBPA,REEP5
1665,TCF12,ELOVL5
1666,EP300,NFAT5
1667,MAZ,INTS8
1668,BCL6,SYPL1
1669,CDK9,SMYD2
1670,SPIB,CDK9
1671,GABPA,JAK1
1672,BCL6,FAM3C
1673,JUND,ABHD12
1674,CEBPA,GPBP1
1675,SPI1,OTUD6B-AS1
1676,ATF3,RARS
1677,FOXP1,TUBA1C
1678,TBX21,EZR
1679,IRF1,GALM
1680,RARA,CDKN1A
1681,ETS1,ERP44
1682,FOS,RPS9
1683,FOXP1,ANKRD12
1684,CDK9,SIAH2
1685,RUNX3,DEGS1
1686,JUND,EPHX2
1687,MEF2C,RNF144B
1688,FOS,ZBED5-AS1
1689,CDK9,YRDC
1690,SPI1,UPF2
1691,BCL11A,RFC2
1692,ETV6,C5AR1
1693,BCL6,RPLP0
1694,BCL6,RPRD1A
1695,EP300,RP11-792A8.4
1696,TBP,KDM3A
1697,POU2F1,FNBP1
1698,FLI1,LYN
1699,FOXP1,MAFB
1700,CEBPA,DNAJC5
1701,IRF1,TARSL2
1702,STAT4,SLC35A1
1703,FLI1,RBM43
1704,ETS1,DHX15
1705,CDK9,RAB5B
1706,TBX21,ACTB
1707,GABPA,MAPK1IP1L
1708,EP300,PTCH2
1709,BCL6,ZEB2
1710,RARA,RBM15B
1711,BATF,PDLIM7
1712,RXRA,SAT1
1713,GABPA,SCNM1
1714,IRF1,TCIRG1
1715,ATF3,LACTB2
1716,GATA3,NPM1
1717,EP300,POLR2A
1718,BCL6,ING2
1719,EP300,ANXA2
1720,EP300,CREBZF
1721,TBX21,ARMC6
1722,BHLHE40,PTPN11
1723,RUNX3,CHMP1B
1724,EP300,NINJ1
1725,MAZ,LARP1
1726,FOS,USP36
1727,STAT4,BACH1
1728,TAF1,CSNK1G2
1729,ETS1,UBE2W
1730,CREBBP,KDM3A
1731,LMO2,BAK1
1732,ATF3,C18orf8
1733,CREBBP,PPP1R14B
1734,POLR2A,ZNF385A
1735,STAT4,ARSG
1736,LMO2,SELL
1737,ETV6,SLC8A1
1738,LYL1,DSCR3
1739,STAT1,RHBDD2
1740,TBX21,VPS13A
1741,EP300,SF1
1742,CDK9,SUB1
1743,CDK9,POLR2L
1744,ETS1,UTP11L
1745,FOXP1,CSF3R
1746,FLI1,PTPN9
1747,POLR2A,DDX19A
1748,CDK9,RGL2
1749,TAF1,PXN
1750,TBP,NOSIP
1751,BHLHE40,LAMTOR3
1752,ESRRA,VAMP8
1753,POU2F1,SCRN2
1754,ETS1,NOP16
1755,FLI1,JAK3
1756,TAF1,ZNF467
1757,GATA3,HLA-DQA1
1758,IRF5,NAGA
1759,SPI1,SNX22
1760,CTBP2,PLXNB2
1761,LYL1,ATP6V1F
1762,CBFB,MAN2B1
1763,FOXP1,HVCN1
1764,ATF3,CBWD2
1765,CBFB,ARSG
1766,IRF1,ZNF524
1767,ETS1,GLIPR1
1768,RXRA,SOAT1
1769,JUND,RPL10A
1770,ESRRA,MEF2D
1771,FOXP1,P2RX4
1772,ETV6,BCL6
1773,TAF1,AOAH
1774,TAF1,PID1
1775,BCL11A,PDLIM1
1776,SPI1,DHX8
1777,RAD21,LMF2
1778,BCL6,TNFAIP3
1779,ATF2,IER5
1780,ETS1,LSR
1781,SPI1,PIGF
1782,ESRRA,NOC4L
1783,FLI1,UBALD1
1784,CEBPA,XRN1
1785,ETS1,TMEM203
1786,TCF12,LST1
1787,LMO2,BOLA1
1788,CDK9,NPDC1
1789,FOXP1,MT-ND3
1790,ELF1,PARP10
1791,CTBP2,FAM129A
1792,GABPA,PDLIM2
1793,POU2F2,HSPA1A
1794,SIN3A,PSME2
1795,MAZ,BAZ1A
1796,POLR2A,SMARCB1
1797,ETS1,GABARAPL1
1798,BATF,UHRF2
1799,CREBBP,TSC22D4
1800,CDK9,LMNB1
1801,FLI1,STRN3
1802,BATF,RNPC3
1803,BCL11A,RGS19
1804,PML,LST1
1805,ETS1,WDR18
1806,CEBPA,FAM45A
1807,CEBPA,DERL1
1808,MAZ,NR1D2
1809,ZNF143,NUP98
1810,STAT5B,S1PR5
1811,BATF,TSC22D3
1812,RUNX3,SPON2
1813,STAT4,HOXB2
1814,ETS1,BCCIP
1815,POU2F1,ATP13A1
1816,BATF,HLA-DPA1
1817,ETS1,SMYD2
1818,STAT1,TUBA1C
1819,ESRRA,HNRNPU
1820,STAT4,ID1
1821,IRF1,KTN1
1822,BATF,ADGRE2
1823,GATA3,TMEM134
1824,TAF1,GALNT11
1825,POU2F2,LAPTM5
1826,ZZZ3,CIRBP
1827,CEBPA,AC074117.10
1828,BCL6,DHX8
1829,ETS1,YRDC
1830,BHLHE40,ZCCHC8
1831,TBX21,IPO9
1832,ETS1,TXNIP
1833,CEBPA,SMIM15
1834,MAZ,ITGB2-AS1
1835,MAZ,AGTPBP1
1836,ETS1,CD14
1837,TAF1,EXOSC5
1838,FOS,PTPN11
1839,BCL6,PIGF
1840,POLR2A,LENG1
1841,STAT5B,FNDC3B
1842,EP300,LDHB
1843,CEBPA,SP100
1844,CTBP2,KLF6
1845,FOXP1,STK17B
1846,CEBPA,IGHD
1847,MAZ,CCDC130
1848,JUND,CTSB
1849,GABPA,PSMB10
1850,FLI1,SMCO4
1851,CREBBP,EPN1
1852,STAT5B,TAX1BP3
1853,MEF2C,IMPA2
1854,CEBPA,RP4-594I10.3
1855,FLI1,ELAC2
1856,EP300,TRAF1
1857,FOS,STX6
1858,MEF2C,TMEM154
1859,GABPA,FOXP1
1860,MAZ,PARP4
1861,RXRA,SEC24C
1862,CEBPA,SLC1A5
1863,ESRRA,CCL4L2
1864,ETV6,JUND
1865,LMO2,L3MBTL2
1866,STAT4,SLC8B1
1867,RXRA,POLR2L
1868,FLI1,BRI3BP
1869,LYL1,AC093673.5
1870,ATF3,KHSRP
1871,IRF1,SZRD1
1872,CDK9,AP1B1
1873,NFYB,VKORC1
1874,TBX21,GDE1
1875,BHLHE40,CSRP1
1876,FOXP1,FBP1
1877,ZZZ3,FKBP5
1878,MYC,GSTP1
1879,ETS1,SUB1
1880,STAT5B,ASCL2
1881,CEBPA,TSPAN32
1882,CDK9,BCL2
1883,ETS1,RGL2
1884,SPI1,DCAF15
1885,ETV6,ITPK1
1886,CTBP2,FEM1B
1887,FOXP1,CD33
1888,GATA3,UBA5
1889,POLR2A,GNPTG
1890,CREBBP,PSME2
1891,ESRRA,ARFIP1
1892,JUND,ACADS
1893,BATF,MTR
1894,CEBPA,PYGO2
1895,EP300,ZNF770
1896,TAF1,RFFL
1897,EP300,ARID3A
1898,GABPA,ATP6V0B
1899,GABPA,GALNT2
1900,CDK9,MXD4
1901,CEBPA,THEMIS2
1902,BHLHE40,FOXN2
1903,BATF,ZNF44
1904,GABPA,SCAMP1-AS1
1905,CEBPA,CREB3
1906,TAF1,DERL2
1907,ATF3,SLC25A6
1908,BRD3,POLR3H
1909,FOXP1,SMARCA4
1910,BCL11A,TCOF1
1911,ETS1,AGPAT3
1912,SPI1,ARL8B
1913,ESRRA,PHYH
1914,ETS1,TRAPPC12
1915,ATF3,RPSA
1916,IRF1,ADRBK2
1917,TCF12,MPHOSPH9
1918,CEBPA,ALDH3A2
1919,CDK9,NDRG3
1920,MAZ,GOLGA3
1921,ATF2,ISG20
1922,CREBBP,CD82
1923,POLR2A,DHRS1
1924,TAF1,GLI4
1925,TBP,CORO1B
1926,TAF1,MALAT1
1927,CEBPA,OGT
1928,CDK9,SRSF10
1929,CDK9,ZBED1
1930,BATF,SUDS3
1931,GATA3,LRRN3
1932,ETS1,NPDC1
1933,GATA3,DENND4A
1934,EP300,SMARCD1
1935,EP300,CD28
1936,POU2F1,GTF2I
1937,TAF1,COX5B
1938,BCL6,TNIK
1939,BCL6,DCAF15
1940,ETS1,LMNB1
1941,ETS1,RANBP2
1942,GATA3,CPVL
1943,TCF12,CDKN1A
1944,BHLHE40,FUS
1945,ESRRA,GAPDH
1946,ETS1,TFDP2
1947,RXRA,KDSR
1948,SPI1,TMSB4X
1949,CEBPA,WDR70
1950,TBX21,RPS14
1951,NFYB,SYNGR1
1952,CREBBP,CORO1B
1953,RXRA,RASA4
1954,SPI1,ZZEF1
1955,CDK9,TCERG1
1956,NFYB,TSPAN17
1957,SPI1,RGCC
1958,BATF,KLHL6
1959,CTBP2,ARL5B
1960,NFYB,FAM208B
1961,POU2F1,NOP16
1962,RARA,PTPN11
1963,ESRRA,PLP2
1964,BHLHE40,AC013264.2
1965,STAT5B,HIPK2
1966,EP300,BICD2
1967,FLI1,CLN6
1968,POU2F2,MT-CYB
1969,GABPA,ISG20
1970,CDK9,MUS81
1971,CREBBP,FES
1972,LMO2,MAVS
1973,ESRRA,TAPBPL
1974,CEBPA,ALKBH3
1975,STAT5B,SPINT2
1976,GATA3,NCF1
1977,SPIB,NAA15
1978,EP300,ADSS
1979,IRF1,RP11-792A8.4
1980,RAD21,PYGO2
1981,BHLHE40,PATL1
1982,SPI1,TMED1
1983,NFYB,SCAI
1984,EP300,SLC12A9
1985,ETS1,PPM1K
1986,FOS,CSRP1
1987,CTBP2,CCNL1
1988,CDK9,TTC9C
1989,EP300,CEP135
1990,LMO2,SLC10A3
1991,POLR2A,SAMD4B
1992,RARA,STX6
1993,BHLHE40,EEF1B2
1994,STAT5B,PIM1
1995,GABPA,GPX1
1996,SPIB,HAPLN3
1997,IRF1,POLR2A
1998,ATF2,SEC14L1
1999,CDK9,MFSD1
2000,MYC,MTFP1
2001,BCL6,TMSB4X
2002,IRF1,ANXA2
2003,STAT5B,SGTB
2004,RUNX3,PHF12
2005,ETS1,AP1B1
2006,FOXP1,ARHGEF3
2007,GABPA,NR1H2
2008,CEBPA,GIPC1
2009,RUNX3,CELF1
2010,RUNX3,GTF2H1
2011,ESRRA,OAS2
2012,BHLHE40,ACER3
2013,JUND,GAMT
2014,RUNX3,RBM6
2015,POLR2A,FKBP5
2016,TAF1,GMFG
2017,LMO2,PNN
2018,LMO2,KEAP1
2019,CDK9,SUN2
2020,STAT1,ZNF444
2021,NFYB,SCAMP1
2022,MAZ,EHBP1L1
2023,FLI1,YWHAB
2024,STAT1,SMARCA4
2025,CDK9,UBE2L6
2026,SIN3A,COQ9
2027,CREBBP,ATG2A
2028,ETS1,MXD4
2029,CDK9,MAD2L2
2030,POU2F1,TIMP1
2031,CDK9,MTHFS
2032,MAZ,FAM134B
2033,CTBP2,LPAR6
2034,MEF2C,DOCK5
2035,MYC,DPH7
2036,ZZZ3,NDUFB2
2037,IRF5,PER1
2038,FOXP1,ANKRD44
2039,TCF12,EHBP1L1
2040,FOS,FUS
2041,GABPA,SNX10
2042,FLI1,SLA2
2043,RAD21,VEZT
2044,STAT4,H1F0
2045,ESRRA,CDC42SE1
2046,FOXP1,OTUD4
2047,MAZ,RPS9
2048,ETS1,DSCR3
2049,CDK9,NRBF2
2050,MAZ,ZBED5-AS1
2051,RAD21,TYSND1
2052,TCF12,ARCN1
2053,ETS1,ZBED1
2054,GABPA,ARHGAP9
2055,TBX21,TRAPPC10
2056,CTBP2,BEX5
2057,SPI1,MGST2
